Location,Crossnumber,FemalePlotName,Mother,Cycle,MalePlotName,Father,First_Pollination_Date,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Good_Seeds,Number_of_Embryo_Rescued,Embryo_Rescue_Date,Germination_after_2_Weeks_Date,Active_after_2_Weeks,Germination_after_8_Weeks_Date,Active_after_8_Weeks
Arusha,NM201805_410,16NM_Huti-white_plot294r14c1,Huti-white,,,SH3142,2018-05-09,2018-10-31,2018-11-07,0,,,,,,,
Arusha,NM201805_411,16NM_Huti-white_plot715r35c1,Huti-white,,,ITC0249 Calcutta 4,2018-05-09,2018-10-22,2018-11-01,1,1,1,2018-12-05,,,,
Arusha,NM201805_412,16NM_Huti-white_plot253r13c1,Huti-white,,,SH3142,2018-05-14,2018-10-22,2018-11-15,1,0,0,2018-11-13,,,,
Arusha,NM201805_413,16NM_Huti-white_plot462r22c1,Huti-white,,,SH3142,2018-05-14,2018-10-22,,,,,,,,,
Arusha,NM201805_414,16NM_Huti-white_plot798r38c1,Huti-white,,,SH3142,2018-05-14,2018-10-22,,,,,,,,,
Arusha,NM201805_421,16NM_Huti-white_plot295r15c1,Huti-white,,,SH3142,2018-05-17,2018-11-02,,,,,,,,,
Arusha,NM201805_422,16NM_Huti-white_plot587r28c2,Huti-white,,,ITC0253 Borneo,2018-05-18,2018-12-04,2018-12-13,0,,,,,,,
Arusha,NM201805_428,16NM_Huti-white_plot126r6c1,Huti-white,,,SH3142,2018-05-22,2018-11-08,,,,,,,,,
Arusha,NM201805_429,16NM_Huti-white_plot169r9c1,Huti-white,,,SH3142,2018-05-22,2018-11-08,2018-11-14,0,,,,,,,
Arusha,NM201805_432,16NM_Huti-white_plot168r8c1,Huti-white,,,SH3142,2018-05-25,2018-12-04,2018-12-13,0,,,,,,,
Arusha,NM201805_433,16NM_Huti-white_plot210r10c1,Huti-white,,,ITC0249 Calcutta 4,2018-05-25,2018-10-31,2018-11-14,0,,,,,,,
Arusha,NM201805_436,16NM_Huti-white_plot629r30c2,Huti-white,,,SH3142,2018-05-25,2018-10-31,2018-11-07,0,,,,,,,
Arusha,NM201805_438,16NM_Huti-white_plot251r12c2,Huti-white,,,SH3142,2018-05-30,2018-10-31,2018-11-14,0,,,,,,,
Arusha,NM201805_451,16NM_Huti-white_plot547r27c1,Huti-white,,,ITC0249 Calcutta 4,2018-05-06,2018-10-22,,,,,,,,,
Arusha,NM201805_453,16NM_Huti-white_plot588r28c1,Huti-white,,,SH3142,2018-05-08,2018-11-19,2018-11-30,0,,,,,,,
Arusha,NM201805_455,16NM_Huti-white_plot211r11c1,Huti-white,,,SH3142,2018-05-13,2018-11-08,2018-11-14,0,,,,,,,
Arusha,NM201806_(136314C2/136357),16NM_ITC1455-MchareMlelembo_plot434_r21c14,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-06-29,2018-11-21,2018-12-13,0,,,,,,,
Arusha,NM201806_(136351C2/136460),16NM_MchareLaini_plot273_r13c21,Mchare Laini,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-06-12,,,,,,,,,,
Arusha,NM201806_(136378C2/136653),16NM_ITC1468-Kahuti_plot23_r2c20,ITC1468,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-06-22,,,,,,,,,,
Arusha,NM201806_(136380C2/136357),16NM_ITC1455-MchareMlelembo_plot364_r18c15,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-06-06,,,,,,,,,,
Arusha,NM201806_(136518C2/136510),16NM_ITC1468-Kahuti_plot18_r1c18,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-06-26,,,,,,,,,,
Arusha,NM201806_(136523C3/136460),16NM_ITC1468-Kahuti_plot44_r3c2,ITC1468,3,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-06-12,,,,,,,,,,
Arusha,NM201806_(136567C2/136510),16NM_ITC1468-Kahuti_plot17_r1c17,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-06-26,,,,,,,,,,
Arusha,NM201806_(136634C2/136599),16NM_ITC1455-MchareMlelembo_plot414_r20c7,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot126_r6c1,ITC0712,2018-06-26,,,,,,,,,,
Arusha,NM201806_442,16NM_Huti-white_plot86r5c2,Huti-white,,,SH3142,2018-06-01,2018-11-08,2018-11-14,0,,,,,,,
Arusha,NM201806_443,16NM_Huti-white_plot546r26c1,Huti-white,,,SH3142,2018-06-01,2018-10-29,2018-11-14,0,,,,,,,
Arusha,NM201806_447,16NM_Huti-white_plot337r17c1,Huti-white,,,SH3142,2018-06-04,2018-11-19,2018-11-30,2,2,2,2018-12-05,,,,
Arusha,NM201806_448,16NM_Huti-white_plot504r24c1,Huti-white,,,SH3142,2018-06-04,2018-11-08,2018-11-16,2,2,2,2018-12-05,,,,
Arusha,NM201806_450,16NM_Huti-white_plot548r27c2,Huti-white,,,ITC0712 Cv Rose,2018-06-05,2018-11-19,2018-11-30,12,8,8,2018-12-05,2019-01-02,3,,
Arusha,NM201806_456,16NM_Huti-white_plot422r21c2,Huti-white,,,SH3142,2018-06-18,2018-12-04,2018-12-13,12,3,3,2019-01-11,,,,
Arusha,NM201806_461,16NM_Huti-white_plot41r2c2,Huti-white,,,SH3142,2018-06-20,2018-11-08,2018-11-14,0,,,,,,,
Arusha,NM201806_462,16NM_Huti-white_plot335r16c2,Huti-white,,,ITC0249 Calcutta 4,2018-06-20,2018-12-07,2018-12-13,20,14,14,2019-01-11,2019-01-28,2,,
Arusha,NM201806_468,16NM_Huti-white_plot756r36c1,Huti-white,,,SH3142,2018-06-22,2018-12-04,2018-12-13,0,,,,,,,
Arusha,NM201806_469,16NM_Huti-white_plot336r16c1,Huti-white,,,SH3142,2018-06-22,2019-01-03,2019-01-09,2,1,1,2019-01-11,,,,
Arusha,NM201806_470,16NM_Huti-white_plot630r30c1,Huti-white,,,SH3142,2018-06-26,2018-12-12,2018-12-20,2,,,,,,,
Arusha,NM201806_471,16NM_Huti-white_plot671r32c2,Huti-white,,,SH3142,2018-06-26,2019-01-02,2019-01-09,2,1,1,2019-01-11,,,,
Arusha,NM201806_472,16NM_Huti-white_plot545r26c2,Huti-white,,,SH3142,2018-06-26,2018-12-12,2018-12-20,3,,,,,,,
Arusha,NM201806_473,16NM_Huti-white_plot757r37c1,Huti-white,,,ITC0249 Calcutta 4,2018-06-26,2018-12-04,2018-12-13,3,2,2,2019-01-11,,,,
Arusha,NM201806_474,16NM_Huti-white_plot85r5c1,Huti-white,,,SH3142,2018-06-29,2018-12-03,2018-12-13,0,,,,,,,
Arusha,NM201806_475,16NM_Huti-white_plot254r13c2,Huti-white,,,SH3142,2018-06-29,,,,,,,,,,
Arusha,NM201806_476,16NM_Huti-white_plot419r20c2,Huti-white,,,SH3142,2018-06-29,,,,,,,,,,
Arusha,NM201807_(136331C2/136460),16NM_ITC1455-MchareMlelembo_plot431_r21c11,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-07-10,,,,,,,,,,
Arusha,NM201807_(136360C2/136357),16NM_ITC1468-Kahuti_plot14_r1c14,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-07-31,2018-12-10,2019-01-02,0,,,,,,,
Arusha,NM201807_(136388C2/136357),16NM_ITC1468-Kahuti_plot8_r1c8,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-07-05,,,,,,,,,,
Arusha,NM201807_(136478C2/136357),16NM_MchareLaini_plot254_r13c2,Mchare Laini,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-07-20,2019-01-12,2019-01-21,6,5,5,2019-01-28,,,,
Arusha,NM201807_(136534C2/136357),16NM_MchareLaini_plot231_r11c21,Mchare Laini,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-07-04,,,,,,,,,,
Arusha,NM201807_(136619C2/136460),16NM_ITC1468-Kahuti_plot26_r2c17,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-07-30,2018-12-10,2019-01-02,5,2,2,2019-01-11,,,,
Arusha,NM201807_(136620C2/136357),16NM_MchareLaini_plot227_r11c17,Mchare Laini,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-07-17,,,,,,,,,,
Arusha,NM201807_(136632C2/136357),16NM_ITC1460-IjihuInkundu_plot277_r14c18,ITC1460,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-07-17,,,,,,,,,,
Arusha,NM201807_(136661C2/136460),16NM_ITC1468-Kahuti_plot19_r1c19,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-07-17,2018-12-11,2019-01-02,0,,,,,,,
Arusha,NM201807_(136670C2/136460),16NM_Huti-white_plot166_r8c3,Huti-white,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-07-04,2019-01-09,2019-01-15,3,2,2,2019-01-28,,,,
Arusha,NM201807_(136673C2/136460),16NM_ITC1468-Kahuti_plot30_r2c13,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-07-25,2018-12-10,2019-01-02,0,,,,,,,
Arusha,NM201807_(136675C2/136357),16NM_ITC1455-MchareMlelembo_plot403_r20c18,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-07-24,,,,,,,,,,
Arusha,NM201807_(136713C2/136357),16NM_ITC1468-Kahuti_plot9_r1c9,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-07-25,,,,,,,,,,
Arusha,NM201807_477,16NM_Huti-white_plot632r31c2,Huti-white,,,SH3142,2018-07-03,2019-01-02,2019-01-09,6,2,2,2019-01-11,,,,
Arusha,NM201807_483,16NM_Huti-white_plot380r19c2,Huti-white,,,SH3142,2018-07-06,2018-12-04,2018-12-13,5,2,2,2019-01-11,2019-01-28,1,,
Arusha,NM201807_484,16NM_Huti-white_plot125r6c2,Huti-white,,,SH3142,2018-07-09,2019-01-02,2019-01-09,6,2,2,2019-01-11,,,,
Arusha,NM201807_485,16NM_Huti-white_plot503r24c2,Huti-white,,,SH3142,2018-07-09,2019-01-02,2019-01-09,2,,,,,,,
Arusha,NM201807_486,16NM_Huti-white_plot799r39c1,Huti-white,,,SH3142,2018-07-09,2018-12-24,,,,,,,,,
Arusha,NM201807_490,16NM_Huti-white_plot83r4c2,Huti-white,,,SH3142,2018-07-12,2019-01-21,,,,,,,,,
Arusha,NM201807_491,16NM_Huti-white_plot44r3c2,Huti-white,,,SH3142,2018-07-12,2018-12-31,2019-01-15,0,,,,,,,
Arusha,NM201807_495,16NM_Huti-white_plot127r7c1,Huti-white,,,ITC0249 Calcutta 4,2018-07-16,,,,,,,,,,
Arusha,NM201807_496,16NM_Huti-white_plot420r20c1,Huti-white,,,ITC0249 Calcutta 4,2018-07-16,2019-01-02,,,,,,,,,
Arusha,NM201807_498,16NM_Huti-white_plot506r25c2,Huti-white,,,SH3142,2018-07-17,2019-01-02,2019-01-15,6,5,5,2019-01-28,,,,
Arusha,NM201807_500,16NM_Huti-white_plot128r7c2,Huti-white,,,ITC0253 Borneo,2018-07-20,,,,,,,,,,
Arusha,NM201807_503,16NM_Huti-white_plot296r15c2,Huti-white,,,SH3142,2018-07-20,2019-01-02,,,,,,,,,
Arusha,NM201807_505,16NM_Huti-white_plot421r21c1,Huti-white,,,ITC0249 Calcutta 4,2018-07-26,2018-12-24,,,,,,,,,
Arusha,NM201807_507,16NM_Huti-white_plot378r18c1,Huti-white,,,SH3142,2018-07-30,,,,,,,,,,
Arusha,NM201807_508,16NM_Huti-white_plot464r23c2,Huti-white,,,SH3142,2018-07-30,,,,,,,,,,
Arusha,NM201808_(136454C2/136490),16NM_ITC1455-MchareMlelembo_plot370_r18c9,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot42_r2c1,ITC0712,2018-08-16,,,,,,,,,,
Arusha,NM201808_(136454C2/136706),16NM_ITC1455-MchareMlelembo_plot370_r18c9,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-08-16,2019-01-23,2019-01-30,0,,,,,,,
Arusha,NM201808_(136497C2/136460),16NM_ITC1468-Kahuti_plot6_r1c6,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-08-10,2018-12-31,2019-01-15,0,,,,,,,
Arusha,NM201808_(136540C2/136510),16NM_ITC1455-MchareMlelembo_plot441_r21c21,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-08-03,,,,,,,,,,
Arusha,NM201808_(136540C3/136653),16NM_ITC1455-MchareMlelembo_plot441_r21c21,ITC1455-Mchare Mlelembo,3,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-08-07,,,,,,,,,,
Arusha,NM201808_(136571C2/136510),16NM_ITC1455-MchareMlelembo_plot401_r20c20,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-08-10,,,,,,,,,,
Arusha,NM201808_(136601C2/136328),16NM_ITC1455-MchareMlelembo_plot426_r21c6,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot211_r11c1,ITC0609 Pahang,2018-08-16,,,,,,,,,,
Arusha,NM201808_(136601C2/136706),16NM_ITC1455-MchareMlelembo_plot426_r21c6,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-08-16,,,,,,,,,,
Arusha,NM201808_517,16NM_Huti-white_plot170r9c2,Huti-white,,,SH3142,2018-08-06,2019-01-15,,,,,,,,,
Arusha,NM201808_521,16NM_Huti-white_plot212r11c2,Huti-white,,,SH3142,2018-08-10,2019-01-15,2019-01-25,7,,,,,,,
Arusha,NM201808_522,16NM_Huti-white_plot377r18c2,Huti-white,,,SH3142,2018-08-10,2019-01-02,2019-01-09,2,1,1,2019-01-11,,,,
Arusha,NM201808_530,16NM_Huti-white_plot1r1c1,Huti-white,,,SH3142,2018-08-20,2019-01-02,2019-01-25,12,7,7,2019-01-28,,,,
Arusha,NM201808_531,16NM_Huti-white_plot461r22c2,Huti-white,,,SH3142,2018-08-20,2019-01-12,2019-01-21,12,,,,,,,
Arusha,NM201809_(136293C2/136357),16NM_ITC1468-Kahuti_plot16_r1c16,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-09-11,,,,,,,,,,
Arusha,NM201809_(136301C2/136295),16NM_ITC1455-MchareMlelembo_plot424_r21c4,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-09-28,,,,,,,,,,
Arusha,NM201809_(136330C2/136283),16NM_ITC1468-Kahuti_plot15_r1c15,ITC1468,2,16NM_ITC0609-Pahang_plot127_r7c1,ITC0609 Pahang,2018-09-19,,,,,,,,,,
Arusha,NM201809_(136371C2/136328),16NM_ITC1455-MchareMlelembo_plot412_r20c9,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot211_r11c1,ITC0609 Pahang,2018-09-12,2019-01-15,2019-01-25,3,,,,,,,
Arusha,NM201809_(136395C2/136460),16NM_ITC1468-Kahuti_plot5_r1c5,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-09-10,,,,,,,,,,
Arusha,NM201809_(136417C2/136328),16NM_ITC1455-MchareMlelembo_plot430_r21c10,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot211_r11c1,ITC0609 Pahang,2018-09-12,2018-12-19,,,,,,,,,
Arusha,NM201809_(136423C2/136653),16NM_ITC1455-MchareMlelembo_plot415_r20c6,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-09-04,2018-12-03,,,,,,,,,
Arusha,NM201809_(136443C2/136510),16NM_ITC1455-MchareMlelembo_plot417_r20c4,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-09-27,,,,,,,,,,
Arusha,NM201809_(136444C2/136295),16NM_ITC1468-Kahuti_plot12_r1c12,ITC1468,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-09-28,,,,,,,,,,
Arusha,NM201809_(136458C2/136510),16NM_ITC1455-MchareMlelembo_plot402_r20c19,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-09-21,,,,,,,,,,
Arusha,NM201809_(136463C2/136490),16NM_ITC1455-MchareMlelembo_plot416_r20c5,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot42_r2c1,ITC0712,2018-09-04,,,,,,,,,,
Arusha,NM201809_(136487C2/136510),16NM_MchareLaini_plot269_r13c17,Mchare Laini,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-09-12,2019-01-23,2019-01-30,0,,,,,,,
Arusha,NM201809_(136506C2/136599),16NM_ITC1460-IjihuInkundu_plot317_r16c20,ITC1460,2,16NM_ITC0712-AAcvRose_plot126_r6c1,ITC0712,2018-09-12,,,,,,,,,,
Arusha,NM201809_(136525C2/136357),16NM_MchareLaini_plot272_r13c20,Mchare Laini,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-09-28,2019-02-07,,,,,,,,,
Arusha,NM201809_(136617C2/136460),16NM_ITC1468-Kahuti_plot7_r1c7,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-09-25,,,,,,,,,,
Arusha,NM201809_(136622C2/136510),16NM_ITC1468-Kahuti_plot99_r5c15,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-09-27,,,,,,,,,,
Arusha,NM201809_(136636C2/136706),16NM_ITC1468-Kahuti_plot10_r1c10,ITC1468,2,16NM_ITC0712-AAcvRose_plot85_r5c1,ITC0712,2018-09-14,,,,,,,,,,
Arusha,NM201809_(136686C2/136510),16NM_MchareLaini_plot192_r10c19,Mchare Laini,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-09-26,,,,,,,,,,
Arusha,NM201809_(136689C2/136295),16NM_ITC1468-Kahuti_plot59_r3c17,ITC1468,2,16NM_ITC0712-AAcvRose_plot84_r4c1,ITC0712,2018-09-19,2019-01-23,2019-01-30,0,,,,,,,
Arusha,NM201809_(153086C1/161582),16NM_Huti-white_plot209r10c2,Huti-white,1,Males_ITCO712_Cv_Rose_r2c1_plot22,ITC0712 Cv Rose,2018-09-25,,,,,,,,,,
Arusha,NM201809_538,16NM_Huti-white_plot2r1c2,Huti-white,,,ITC0609 Pahang,2018-09-03,,,,,,,,,,
Arusha,NM201809_552,16NM_Huti-white_plot209r10c2,Huti-white,,,ITC0712 Cv Rose,2018-09-24,,,,,,,,,,
Arusha,NM201809_553,16NM_Huti-white_plot338r17c2,Huti-white,,,ITC0253 Borneo,2018-09-24,,,,,,,,,,
Arusha,NM201810_(136294C2/161548),16NM_ITC1468-Kahuti_plot55_r3c13,ITC1468,2,Males_ITC0609_Pahang_r1c11_plot19,ITC0609 Pahang,2018-10-03,,,,,,,,,,
Arusha,NM201810_(136300C2/136460),16NM_ITC1468-Kahuti_plot57_r3c15,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-01,,,,,,,,,,
Arusha,NM201810_(136301C2/136653),16NM_ITC1455-MchareMlelembo_plot424_r21c4,ITC1455-Mchare Mlelembo,2,16NM_ITC0609-Pahang_plot210_r10c1,ITC0609 Pahang,2018-09-29,,,,,,,,,,
Arusha,NM201810_(136309C2/136460),16NM_ITC1468-Kahuti_plot31_r2c12,ITC1468,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-08,2019-01-23,,,,,,,,,
Arusha,NM201810_(136311C2/136510),16NM_ITC1468-Kahuti_plot11_r1c11,ITC1468,2,16NM_ITC0609-Pahang_plot169_r9c1,ITC0609 Pahang,2018-10-02,2019-02-07,,,,,,,,,
Arusha,NM201810_(136316C2/136460),16NM_ITC1460-IjihuInkundu_plot292_r14c3,ITC1460,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-09,,,,,,,,,,
Arusha,NM201810_(136319C2/136357),16NM_ITC1468-Kahuti_plot29_r2c14,ITC1468,2,16NM_ITC0609-Pahang_plot168_r8c1,ITC0609 Pahang,2018-10-19,,,,,,,,,,
Arusha,NM201810_(136325C2/136460),16NM_ITC1455-MchareMlelembo_plot429_r21c9,ITC1455-Mchare Mlelembo,2,16NM_ITC0712-AAcvRose_plot1_r1c1,ITC0712,2018-10-26,,,,,,,,,,
